Date,Share Code,Issuer Name,Investor Name,Percentage
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT. BARA SEJAHTERA SUKSES,4.12
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT SUMBER TEKNOLOGI MULIA,3.87
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,ZED UTAMA PERSADA PT,3.84
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT. ALANA CIPTA SELARAS,3.64
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT TIRTA CITRA SOLUSI,3.54
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,BANQUE PICTET AND CIE SA,3.29
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT. MEGAH ANGKASA PERKASA,2.88
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT PACIFIC SEKURITAS INDONESIA,2.61
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT. ASKAR PELANGI ABADI,2.41
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT ARIMA KARYA PERSADA,2.22
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,POLAR INVESTMENT CORPORATION,1.76
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PTPACIFIC INDOCORPORA INDONESIA,1.48
27-Feb-2026,APII,ARITA PRIMA INDONESIA TBK,ARITA GLOBAL PT,57.84
27-Feb-2026,APII,ARITA PRIMA INDONESIA TBK,FAJAR UNTUNG SDN BHD,4.77
27-Feb-2026,APII,ARITA PRIMA INDONESIA TBK,BANGGA KENCANA SDN BHD,3.97
27-Feb-2026,APII,ARITA PRIMA INDONESIA TBK,PHILLIP SECURITIES PTE LTD,3.22
27-Feb-2026,APII,ARITA PRIMA INDONESIA TBK,LOW YEW LEAN,5.59
27-Feb-2026,APII,ARITA PRIMA INDONESIA TBK,SMC CAPITAL SDNBHD.,2.91
27-Feb-2026,APII,ARITA PRIMA INDONESIA TBK,KOH BOON KUANG,2.79
27-Feb-2026,APII,ARITA PRIMA INDONESIA TBK,PRIORITY CREATIONS SDNBHD,1.64
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES TBK,PT MACO AMANGRAHA,58.8
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES TBK,ALEXANDER AGUNG PRANOTO,28.5
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES TBK,EMY LIM,4.87
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES TBK,LIE SHE MOY,1.25
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES TBK,PT. HOKI INVESTASI SEJATI,1.13
27-Feb-2026,APLN,AGUNG PODOMORO LAND TBK,INDOFICA PT,82.72
27-Feb-2026,APLN,AGUNG PODOMORO LAND TBK,TRIHATMA KUSUMA HALIMAN,5
27-Feb-2026,APLN,AGUNG PODOMORO LAND TBK,DBS BANK LTD.,1.12
27-Feb-2026,ARCI,ARCHI INDONESIA TBK,PT RAJAWALI CORPORA,71.89
27-Feb-2026,ARCI,ARCHI INDONESIA TBK,PT RAJAWALI KAPITAL EMAS,11.76
27-Feb-2026,ARCI,ARCHI INDONESIA TBK,CGS INTERNATIONAL SEKURITAS INDONESIA,2.16
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE TBK,PT. DWI TUNGGAL PUTRA,38.06
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE TBK,SUGENG ALIFEN,30.73
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE TBK,MICHAEL KURNIA WIRAWAN ALIFEN,11.06
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE TBK,PT. MITRA NIAGA PALAPA,4.45
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE TBK,PT. SENTRA MAHAJAYA PELITA,3.46
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE TBK,PT. BARAKARSA KREASI BANGSA,3.46
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE TBK,PT. SKALA GARUDA UTAMA,3.27
27-Feb-2026,ARGO,ARGO PANTES TBK,PT ARGO MANUNGGAL TRIASTA,11.66
27-Feb-2026,ARGO,ARGO PANTES TBK,PT CITRA RAYA INVESTAMA SEJAHTERA,2.5
27-Feb-2026,ARGO,ARGO PANTES TBK,PT PILAR TEGUH SUKSES SEJATI,2.05
27-Feb-2026,ARGO,ARGO PANTES TBK,PT BERKAH AGUNG SELARAS,2.05
27-Feb-2026,ARII,ATLAS RESOURCES TBK,PT. CALORIE VIVA UTAMA,29.08
27-Feb-2026,ARII,ATLAS RESOURCES TBK,ABDI ANDRE,12.69
27-Feb-2026,ARII,ATLAS RESOURCES TBK,VITOL ASIA PTE LTD,8.08
27-Feb-2026,ARII,ATLAS RESOURCES TBK,PT. SUMBER DAYA KEMILAU,5
27-Feb-2026,ARII,ATLAS RESOURCES TBK,PT. SUMBER DAYA KUMALA,4.99
27-Feb-2026,ARII,ATLAS RESOURCES TBK,PT. INFRA ALPHA INVESTINDO,4.96
27-Feb-2026,ARII,ATLAS RESOURCES TBK,PT. INFRA ALPHA ENERGI,4.16
27-Feb-2026,ARII,ATLAS RESOURCES TBK,PT DIAN SWASTATIKA SENTOSA TBK,3.29
27-Feb-2026,ARII,ATLAS RESOURCES TBK,BANK OF SINGAPORE LIMITED,2.77
27-Feb-2026,ARII,ATLAS RESOURCES TBK,PT. CIPTA SELARAS PARAHYANGAN,2.47
27-Feb-2026,ARII,ATLAS RESOURCES TBK,UBS AG SINGAPORE BRANCH,2.34
27-Feb-2026,ARII,ATLAS RESOURCES TBK,JAY T OENTORO,2.31
27-Feb-2026,ARII,ATLAS RESOURCES TBK,INTERVENTURES CAPITAL PTE. LTD,1.59
27-Feb-2026,ARKA,ARKHA JAYANTI PERSADA TBK,PT. ARKHA TANTO PRIMA,44.62
27-Feb-2026,ARKA,ARKHA JAYANTI PERSADA TBK,JAF ASIA INVESTMENT PT,10
27-Feb-2026,ARKA,ARKHA JAYANTI PERSADA TBK,HANIFA SUTRISNA,1.56
27-Feb-2026,ARKA,ARKHA JAYANTI PERSADA TBK,AKHMAD FAQIH,1.4
27-Feb-2026,ARKO,ARKORA HYDRO TBK,ARKORA BAKTI INDONESIA PT,38.89
27-Feb-2026,ARKO,ARKORA HYDRO TBK,ENERGIA PRIMA NUSANTARA PT,26.55
27-Feb-2026,ARKO,ARKORA HYDRO TBK,PT BINA PERTIWI ENERGI,4.94
27-Feb-2026,ARKO,ARKORA HYDRO TBK,PT STAR PACIFIC TBK,3.53
27-Feb-2026,ARKO,ARKORA HYDRO TBK,HAPSORO,2.04
27-Feb-2026,ARKO,ARKORA HYDRO TBK,PT SENTOSA BERSAMA MITRA,2.01
27-Feb-2026,ARKO,ARKORA HYDRO TBK,PT PROSPERA KAPITAL INVESTAMA,1.9
27-Feb-2026,ARKO,ARKORA HYDRO TBK,PT TATA TIRTA DATUN,1.62
27-Feb-2026,ARKO,ARKORA HYDRO TBK,ACEI SINGAPORE HOLDINGS PRIVATE LTD.,1.07
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,MANDIRI MEGA JAYA PT,20.46
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,PT GASA PERDANA CIPTADAYA,7.2
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,5.85
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,RETAIL DEVELOPMENT GROUP LIMITED,5.05
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,BANK DANAMON INDONESIA TBK PT - REGISTRAR,3.05
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,PT. PANCA GLOBAL KAPITAL TBK,2.94
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,PT YUANTA SEKURITAS INDONESIA,2.7
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,HENDRA HASAN KUSTARJO,1.73
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,YOHANES HALIM,1.54
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,ARIEF EFFENDI,1.5
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,PT. SEJAHTERA MAHKOTA PERSADA,1.1
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA TBK,PT. VICTORIA MANAJEMEN INVESTASI,1.03
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,TANDEAN RUSTANDY,37.32
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,PT SUPRAKREASI ERADINAMIKA,14.85
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,SUSAN SUJANTO,4.9
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,PT ARWANA CITRAMULIA TBK,4.29
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,PANGOLIN INV MANAG PTE LTD-PANGOLIN ASIA FUND,2.91
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,DBS BANK LTD S/A PEMBERTON ASIAN OPPORTUNITIES FUND,2.72
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,JPMCB NA AIF CLT RE-FIDELITY ASIAN VALUES PLC,2.59
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,GOVERNMENT OF NORWAY,1.49
27-Feb-2026,ARNA,ARWANA CITRAMULIA TBK,UBS AG LONDON,1.37
27-Feb-2026,ARTA,ARTHAVEST TBK,LUCAS CN SH,82.13
27-Feb-2026,ARTA,ARTHAVEST TBK,UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,4.48
27-Feb-2026,ARTA,ARTHAVEST TBK,PT. HANDAL CIPTA PERKASA,4.25
27-Feb-2026,ARTA,ARTHAVEST TBK,PT HARAPAN PERSADA RESOURCES,4
27-Feb-2026,ARTA,ARTHAVEST TBK,PT PANDU TEKNOLOGI INTEGRASI,2.09
27-Feb-2026,ARTA,ARTHAVEST TBK,UOB KAY HIAN PRIVATE LIMITED,1.33
27-Feb-2026,ARTA,ARTHAVEST TBK,PT. PUTRA MAS ANUGERAH,1.28
27-Feb-2026,ARTI,RATU PRABU ENERGI TBK,RATU PRABU PT,33.06
27-Feb-2026,ARTI,RATU PRABU ENERGI TBK,EDMUND SIEK,1.65
27-Feb-2026,ARTI,RATU PRABU ENERGI TBK,HERLINNA,1.59
27-Feb-2026,ARTI,RATU PRABU ENERGI TBK,PRADNANDO A RONOAMISENO,1.54
27-Feb-2026,ARTI,RATU PRABU ENERGI TBK,TANDI ISWANDI,1.24
27-Feb-2026,ARTO,BANK JAGO TBK,METAMORFOSIS EKOSISTEM INDONESIA PT,29.79
27-Feb-2026,ARTO,BANK JAGO TBK,PT DOMPET KARYA ANAK BANGSA,21.4
27-Feb-2026,ARTO,BANK JAGO TBK,WEALTH TRACK TECHNOLOGY LIMITED,11.68
27-Feb-2026,ARTO,BANK JAGO TBK,GOVERNMENT OF SINGAPORE,8.28
27-Feb-2026,ARTO,BANK JAGO TBK,JETWAY WEALTH MANAGEMENT LIMITED,3.46
27-Feb-2026,ARTO,BANK JAGO TBK,ARTO HARDY,1.26
27-Feb-2026,ASBI,ASURANSI BINTANG TBK,PT SRIHANA UTAMA,35.46
27-Feb-2026,ASBI,ASURANSI BINTANG TBK,PT NGRUMAT BONDO UTOMO,25.06
27-Feb-2026,ASBI,ASURANSI BINTANG TBK,PTWARISAN KASIH BUNDA,23.44
27-Feb-2026,ASBI,ASURANSI BINTANG TBK,PT. KOSA IKIBARI WIRA,2.91
27-Feb-2026,ASBI,ASURANSI BINTANG TBK,PT PANGESTU INVESTA,1.55
27-Feb-2026,ASBI,ASURANSI BINTANG TBK,PT AMANDAMAI ARTHAKITA JAGASELAMA,1.31
27-Feb-2026,ASBI,ASURANSI BINTANG TBK,ANDRUS ROESTAM MOENAF,1.06
27-Feb-2026,ASDM,ASURANSI DAYIN MITRA TBK,EQUITY DEVELOPMENT INVESTMENT PT.,73.33
27-Feb-2026,ASDM,ASURANSI DAYIN MITRA TBK,PT. ARTHAVEST TBK,6.01
27-Feb-2026,ASDM,ASURANSI DAYIN MITRA TBK,PRIMA TUNAS INVESTAMA PT.,5.31
27-Feb-2026,ASDM,ASURANSI DAYIN MITRA TBK,DRS SURONO SUBEKTI,2.92
27-Feb-2026,ASDM,ASURANSI DAYIN MITRA TBK,DANIEL BUDI SETIAWAN MM.IR,2.82
27-Feb-2026,ASDM,ASURANSI DAYIN MITRA TBK,PT. HANDAL CIPTA PERKASA,1.99
27-Feb-2026,ASGR,ASTRA GRAPHIA TBK,PT ASTRA INTERNATIONAL TBK,76.87
27-Feb-2026,ASGR,ASTRA GRAPHIA TBK,SIE DAVID GUNAWAN,4.52
27-Feb-2026,ASGR,ASTRA GRAPHIA TBK,TEKARDJO ANGKASA,1.42
27-Feb-2026,ASGR,ASTRA GRAPHIA TBK,RISMA PURBA,1.11
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,PT ASHA FORTUNA CORPORA,30
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,PT INTI SUKSES INTERNATIONAL,11
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,ERVIN SUTIOSO,7.5
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,PT MESTIKA ARTA DIRGA,7
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,PT. TIBURON PERKASA CORPORA,4
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,EKO WACHYUDHI,4
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,ERLIN SUTIOSO,3.5
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,HARIANTO LING,3.35
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,SRI INDAH REJEKI,2.49
27-Feb-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY TBK,RIZKY ADHI PRASETYO,2.13
27-Feb-2026,ASII,ASTRA INTERNATIONAL TBK,JARDINE CYCLE AND CARRIAGE LIMITED,50.11
27-Feb-2026,ASII,ASTRA INTERNATIONAL TBK,TOYOTA MOTOR CORPORATION,4.74
27-Feb-2026,ASII,ASTRA INTERNATIONAL TBK,PT ASTRA INTERNATIONAL TBK,1.01
27-Feb-2026,ASJT,ASURANSI JASA TANIA TBK,PT MINNA PADI INVESTAMA SEKURITAS TBK,2.61
27-Feb-2026,ASJT,ASURANSI JASA TANIA TBK,SYLVIA,2.2
27-Feb-2026,ASJT,ASURANSI JASA TANIA TBK,MIDIAWATY KOSASIH,1.83
27-Feb-2026,ASJT,ASURANSI JASA TANIA TBK,CLAUDIA MAYASARI,1.14
27-Feb-2026,ASLC,AUTOPEDIA SUKSES LESTARI TBK,ADI SARANA ARMADA TBK PT,77.6
27-Feb-2026,ASLC,AUTOPEDIA SUKSES LESTARI TBK,SUWANTARA GOTAMA,2.49
27-Feb-2026,ASLC,AUTOPEDIA SUKSES LESTARI TBK,JANY CANDRA,1.5
27-Feb-2026,ASLI,ASRI KARYA LESTARI TBK,PT WAHANA KONSTRUKSI MANDIRI,62.72
27-Feb-2026,ASLI,ASRI KARYA LESTARI TBK,SULISTIONO,4.72
27-Feb-2026,ASLI,ASRI KARYA LESTARI TBK,EDDY HARIYANTO,3.8
27-Feb-2026,ASLI,ASRI KARYA LESTARI TBK,WELLY SUSANTO,3.48
27-Feb-2026,ASLI,ASRI KARYA LESTARI TBK,DANIEL CHRISTIAN ISKANDAR,1.53
27-Feb-2026,ASLI,ASRI KARYA LESTARI TBK,INDAH TIARA SARI,1.34
27-Feb-2026,ASLI,ASRI KARYA LESTARI TBK,PT. BIBIT BERKAH INVESTAMA,1.23
27-Feb-2026,ASLI,ASRI KARYA LESTARI TBK,ABD HARIZ FANNY IRHAN MBA,1.01
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,PT KRESNA PRIMA INVEST,3.75
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,MITRA INTAN AGUNG,3.18
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,PT SEJAHTERA CIPTA PRIMAGUNA,3.18
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,PT GRAHA KREASINDO PRIMA,2.91
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,THEE MARIANA KURNIAWAN,1.95
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,PT GLOBAL ADILESTARI JAYA,1.61
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,JOHANNES B DARMAWAN,1.25
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,PT DIAN GRAHA CIPTA,1.18
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,PT. KRESNA ASSET MANAGEMENT S/A PT KRESNA USAHA KREATIF,1.1
27-Feb-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA TBK,PT INDOMITRA PRIMA SEJATI,1.01
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,ANDALAN SAKTI INTI,51.18
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,DEBBY TANIA SAM,4.92
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,CINDY LAWRENCIA,4.91
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,FRANSISCUS ERICK WIRYADI,4.87
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,OKTAFIANO,4.87
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,FERNANDUS CHAMSI K,3.46
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,RUDI SUTRISNA,3.46
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,JOHNSON PONTOH,3.46
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,ERIS (A),3.22
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,REINHART WIDJAJA HAKIM,2.19
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,IMACULATA YOHANA KLAU,2.06
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,ANTONIUS GUNAWAN GHO,1.41
27-Feb-2026,ASPI,ANDALAN SAKTI PRIMAINDO TBK,CV DAYA NAKAMA BERKAT,1
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,ALEX YOE,47.64
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,SUSAN YOEWONO,20.32
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,HUA LI,4.51
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,XIAOYI YU,4.22
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,SONGBO YANG,2.91
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,RICKY WINOTO,2.1
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,YE TONG,2.09
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,MUHAMMAD IHSAN ALFIAN,1.89
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,XUANXUAN YU,1.8
27-Feb-2026,ASPR,ASIA PRAMULIA TBK,KENNETH ALESSANDRO HERNAWAN,1.12
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,PT. TANGERANG FAJAR INDUSTRIAL ESTATE,25.72
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,MANUNGGAL PRIME DEVELOPMENT PT,23.39
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,PT MAYBANK SEKURITAS INDONESIA - REGISTRAR,6.29
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,PT. TUNAS KORALINDO,4.87
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,PANIN SEKURITAS TBK PT,3.61
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,PT. ARGO MANUNGGAL INTERNATIONAL,3.24
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,GO KIONG HWOO,2.51
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,PT. RAWA INTAN,2.47
27-Feb-2026,ASRI,ALAM SUTERA REALTY TBK,PERATA BUSANA PT,1.91
27-Feb-2026,ASRM,ASURANSI RAMAYANA TBK,PT RAGAM VENTURINDO,10.57
27-Feb-2026,ASRM,ASURANSI RAMAYANA TBK,KOPERASI KONSUMEN PT ASURANSI RAMAYANA,1.6
27-Feb-2026,ASRM,ASURANSI RAMAYANA TBK,DRS SURONO SUBEKTI,1.18
27-Feb-2026,ASRM,ASURANSI RAMAYANA TBK,M.RADIYANTI ISTIGNO,1.02
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,ADI DINAMIKA INVESTINDO PT,23.08
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,DAYA ADICIPTA MUSTIKA,17.65
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,PRODJO SUNARJANTO SP,9.28
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,IR T. PERMADI RACHMAT,4.8
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,TRIKIRANA INVESTINDO PRIMA PT.,3.03
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,ERIDA,2.93
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,CITIBANK NEW YORK S/A INTERNATIONAL FINANCE CORPORATION,2.64
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,SUWANTARA GOTAMA,2.57
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,ARIF RACHMAT,1.88
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,GOVERNMENT OF NORWAY,1.67
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,CHRISTIAN ARIANO RACHMAT,1.63
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,TRIDAYA HITA SENTOSA PT,1.54
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,UBS AG SINGAPORE BRANCH,1.42
27-Feb-2026,ASSA,ADI SARANA ARMADA TBK,TRIPUTRA INVESTINDO ARYA,1.25
27-Feb-2026,ATAP,TRIMITRA PRAWARA GOLDLAND TBK,TRIMITRA PRAWARA,76
27-Feb-2026,ATAP,TRIMITRA PRAWARA GOLDLAND TBK,VERAH WAHYUDI S WONG,4.33
27-Feb-2026,ATAP,TRIMITRA PRAWARA GOLDLAND TBK,YOYO SUGENG TRIYOGO,2
27-Feb-2026,ATAP,TRIMITRA PRAWARA GOLDLAND TBK,INDRIATI,2
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,TIS INC,37.3
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,ARTHA INVESTAMA JAYA PT,28.69
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,HANDOKO ANINDYA TANUADJI,10.31
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,PT. SAM INVESTAMA,5.18
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,CAHAYA FAJAR MENTARI PT.,3.05
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,FLAMINGGO MANDIRI PT,2.41
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,HARRY SURJANTO HAMBALI,2.04
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,MARIA DJUANDA,1.78
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,INTI GLOBAL RESOURCES INDONESIA PT.,1.76
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,MULTI SARANA EDUKASI PT,1.53
27-Feb-2026,ATIC,ANABATIC TECHNOLOGIES TBK,ROSY MERIANTI TANUADJI,1.22
27-Feb-2026,ATLA,ATLANTIS SUBSEA INDONESIA TBK,RUDI R. SUTANTRA,45.72
27-Feb-2026,ATLA,ATLANTIS SUBSEA INDONESIA TBK,YOPHI KURNIAWAN ISWANTO,16.93
27-Feb-2026,AUTO,ASTRA OTOPARTS TBK,PT ASTRA INTERNATIONAL TBK,80
27-Feb-2026,AUTO,ASTRA OTOPARTS TBK,TOYOTA TSUSHO CORPORATION,4.9
27-Feb-2026,AUTO,ASTRA OTOPARTS TBK,PT PAKARTI YOGA,1.09
27-Feb-2026,AVIA,AVIA AVIAN TBK,PT WAHANA LANCAR REJEKI,32.49
27-Feb-2026,AVIA,AVIA AVIAN TBK,ARCHIPELAGO INVESTMENT PTE LTD,6.3
27-Feb-2026,AVIA,AVIA AVIAN TBK,PT AVIA AVIAN TBK,4.46
27-Feb-2026,AVIA,AVIA AVIAN TBK,INDUS SELECT MASTER FUND LTD.,2.21
27-Feb-2026,AVIA,AVIA AVIAN TBK,RUDI TANOKO,1.68
27-Feb-2026,AVIA,AVIA AVIAN TBK,PT WIRA LAJU REJEKI,1.06
27-Feb-2026,AWAN,ERA DIGITAL MEDIA TBK,RAJATI ALIA KAPITAL PT,76.62
27-Feb-2026,AWAN,ERA DIGITAL MEDIA TBK,SHARON SANJAY NATHANI,1.97
27-Feb-2026,AWAN,ERA DIGITAL MEDIA TBK,SANJAY SUNNIL NATHANI,1.46
27-Feb-2026,AXIO,TERA DATA INDONUSA TBK,PT EXA NUSA PERSADA,59.25
27-Feb-2026,AXIO,TERA DATA INDONUSA TBK,PT PRIMITIAS IKOTA JAYA,17.2
27-Feb-2026,AXIO,TERA DATA INDONUSA TBK,ANEKA SAKTI BAKTI PT (ASABA),4.99
27-Feb-2026,AXIO,TERA DATA INDONUSA TBK,ASABA UTAMA CORPORATAMA PT,4.87
27-Feb-2026,AXIO,TERA DATA INDONUSA TBK,ANNY SUHALIM,2.05
27-Feb-2026,AXIO,TERA DATA INDONUSA TBK,ERWIN SETIAWAN,1.99
27-Feb-2026,AXIO,TERA DATA INDONUSA TBK,BUDI SURYO BEJO,1.29
27-Feb-2026,AXIO,TERA DATA INDONUSA TBK,ADITAMA JASA BAHANA PT,1.13
27-Feb-2026,AYAM,JANU PUTRA SEJAHTERA TBK,SINGGIH JANURATMOKO,76.55
27-Feb-2026,AYAM,JANU PUTRA SEJAHTERA TBK,STEFAN PRANATA SE,2.12
27-Feb-2026,AYAM,JANU PUTRA SEJAHTERA TBK,PT. HENING HIMPUN BERKAT,1.85
27-Feb-2026,AYAM,JANU PUTRA SEJAHTERA TBK,FADHL MUHAMMAD FIRDAUS,1.68
27-Feb-2026,AYLS,AGRO YASA LESTARI TBK,PT BINTANG CAHAYA INVESTMENT,69.69
27-Feb-2026,AYLS,AGRO YASA LESTARI TBK,KAI WANG,4.9
27-Feb-2026,AYLS,AGRO YASA LESTARI TBK,WEI WU,4.12
27-Feb-2026,AYLS,AGRO YASA LESTARI TBK,CHIFAN GRANETTA,2.08
27-Feb-2026,AYLS,AGRO YASA LESTARI TBK,YUFEI LI,1.47
27-Feb-2026,AYLS,AGRO YASA LESTARI TBK,UOB KAY HIAN PRIVATE LIMITED,1.41
27-Feb-2026,BABP,BANK MNC INTERNASIONAL TBK,PT MNC KAPITAL INDONESIA TBK,48.85
27-Feb-2026,BABP,BANK MNC INTERNASIONAL TBK,PT GLOBAL MEDIACOM TBK,7.23
