Date,Share Code,Issuer Name,Investor Name,Percentage
27-Feb-2026,SUPR,SOLUSI TUNAS PRATAMA TBK,PT PROFESIONAL TELEKOMUNIKASI INDONESIA,97.33
27-Feb-2026,SUPR,SOLUSI TUNAS PRATAMA TBK,PT IFORTE SOLUSI INFOTEK,2.59
27-Feb-2026,SURE,SUPER ENERGY TBK,TOKYO GAS ASIA PTE. LTD.,33.4
27-Feb-2026,SURE,SUPER ENERGY TBK,MOH. SJAHRULLAH,1.8
27-Feb-2026,SURI,MAJA AGUNG LATEXINDO TBK,HANSEN JAP,85.4
27-Feb-2026,SURI,MAJA AGUNG LATEXINDO TBK,PT TRIMITRA CIPTASELARAS,2.6
27-Feb-2026,SURI,MAJA AGUNG LATEXINDO TBK,LEO AGUNG VITO WICAKSANA,1.39
27-Feb-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,PT. SUMBER MAKMUR LUMINTU,77.22
27-Feb-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,HOK GWAN (DHARMO BUDIONO),2.67
27-Feb-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,TANTIK DWI AGUSTINI,1.74
27-Feb-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,ARIO TRIDA WIDYATMOKO,1.65
27-Feb-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,DISYAHMAIN,1.65
27-Feb-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,MAKMUR STEPFANIE,1.1
27-Feb-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,BOGAT AGUS RIYONO,15.97
27-Feb-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,UMAR RAHMADHANI,4.13
27-Feb-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,HARI GUNAWAN LIANTO,3.81
27-Feb-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,H ULYA ABDILLAH,3.33
27-Feb-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,NADIA CITRANTI ANDARINI,3.02
27-Feb-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,PT SURAPON BERKAH MAKMUR,2.78
27-Feb-2026,TALF,TUNAS ALFIN TBK,PT PROINVESTINDO,90.41
27-Feb-2026,TALF,TUNAS ALFIN TBK,UOB KAY HIAN PRIVATE LIMITED,4.82
27-Feb-2026,TALF,TUNAS ALFIN TBK,FREDY M LIANDO,1.18
27-Feb-2026,TALF,TUNAS ALFIN TBK,FIONA MINTARYA,1.11
27-Feb-2026,TALF,TUNAS ALFIN TBK,HANDY WIDJAJA,1.11
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,LANCARTAMA TIRTA ANGGARA PT,50.33
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,KATHRIN WIDJAJA,11.61
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,DARREN DWI JAYA,4.54
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,FELICIA STEPHANIE,2.25
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,RIZKY YULIANISA,1.67
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,HENDRA,1.56
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,ADAM SAUTIN,1.28
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,ALVIN JAPHAR,1.08
27-Feb-2026,TAMA,LANCARTAMA SEJATI TBK,VERAH WAHYUDI S WONG,1.06
27-Feb-2026,TAMU,PELAYARAN TAMARIN SAMUDRA TBK,PT ANDALAN LEPAS PANTAI,80
27-Feb-2026,TAMU,PELAYARAN TAMARIN SAMUDRA TBK,UBS SWITZERLAND AG,4.14
27-Feb-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,PERSADA CAPITAL INVESTAMA,33.07
27-Feb-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,TRIPUTRA INVESTINDO ARYA,24.12
27-Feb-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,PT. DAYA ADICIPTA MUSTIKA,14.02
27-Feb-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,DAYA ADICIPTA MUSTIKA,5.93
27-Feb-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,IR T. PERMADI RACHMAT,5.09
27-Feb-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,NY. T. P. RACHMAT L. R. IMANTO,3.42
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PTSURYA BUANA MAKMUR,15.04
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,GLENWOOD CORPORATION,10.9
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PTPACIFIC INDOCORPORA INDONESIA,4.62
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,ZED UTAMA PERSADA PT,4.16
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT. ASKAR PELANGI ABADI,4.16
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT TIRTA CITRA SOLUSI,4.16
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT SUMBER TEKNOLOGI MULIA,4.16
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT. MEGAH ANGKASA PERKASA,4.16
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT. ALANA CIPTA SELARAS,3.97
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT NILA BANYU PERMAI,3.71
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,DANNY NUGROHO,3.04
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT. BARA SEJAHTERA SUKSES,2.46
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT FALCON ASIA INVESTAMA,2.33
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT ARIMA KARYA PERSADA,2.32
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,RONNY LUKITO,1.63
27-Feb-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT PACIFIC CAPITAL INVESTMENT,1.16
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,ROBERT,4.89
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,PO SUSANTO,4.71
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,LAUW SUSANTO,3.34
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,PT JAKARTA SINAR INTERTRADE,2.37
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,AGUS PRAYITNO WIRAWAN,1.77
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,ARIEF PRABOWO ST MM,1.54
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,PT. HP CAPITAL RESOURCES,1.42
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,ADI INDARTO HARTONO,1.23
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,ROBY PURNOMO,1.11
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,DR BETI WULANSARI,1.07
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,VERAWATY LING,1.05
27-Feb-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,VALBURY ASIA FUTURES PT,1.03
27-Feb-2026,TAYS,JAYA SWARASA AGUNG TBK,ANWAR TAY,35.93
27-Feb-2026,TAYS,JAYA SWARASA AGUNG TBK,MIXIO HOLDINGS INCORPORATED,14.99
27-Feb-2026,TAYS,JAYA SWARASA AGUNG TBK,ALEXANDER ANWAR,7.26
27-Feb-2026,TAYS,JAYA SWARASA AGUNG TBK,SUSANTO,5.43
27-Feb-2026,TAYS,JAYA SWARASA AGUNG TBK,ANDREW SANUSI,4.75
27-Feb-2026,TAYS,JAYA SWARASA AGUNG TBK,THOMAS TAMPI,4.55
27-Feb-2026,TAYS,JAYA SWARASA AGUNG TBK,WIRA GLOBAL SOLUSI,2.23
27-Feb-2026,TAYS,JAYA SWARASA AGUNG TBK,HARNO HASJIM,1.81
27-Feb-2026,TBIG,TOWER BERSAMA INFRASTRUCTURE TBK,BERSAMA DIGITAL INFRASTRUCTURE ASIA PTE. LTD.,81.29
27-Feb-2026,TBIG,TOWER BERSAMA INFRASTRUCTURE TBK,WAHANA ANUGERAH SEJAHTERA,9.37
27-Feb-2026,TBIG,TOWER BERSAMA INFRASTRUCTURE TBK,BANGKOK BANK PUBLIC COMPANY LIMITED,2.13
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,PT BUDI DELTA SWAKARYA,32.77
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,PT SUNGAI BUDI,26.56
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,BONHAM NOMINEES PTE LTD,4.87
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,ATRIUM ASIA INVESTMENT MANAGEMENT PTE LTD.,4.56
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,UOB KAY HIAN PRIVATE LIMITED,4.24
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,PHILLIP SECURITIES PTE LTD,4.23
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,3.73
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,MAYBANK SECURITIES PTE. LTD.,3.66
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,PANIN SEKURITAS TBK PT,2.09
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,1.44
27-Feb-2026,TBLA,TUNAS BARU LAMPUNG TBK,ARWIN,1.29
27-Feb-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,THE FURUKAWA ELECTRIC CO.LTD.,42.42
27-Feb-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,TOYOTA TSUSHO CORPORATION,10
27-Feb-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,JEMBO CABLE COMPANY TBK.,1.63
27-Feb-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,NATALIA SUSENO,1.61
27-Feb-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,LILY LESTARI SUSENO,1.06
27-Feb-2026,TCID,MANDOM INDONESIA TBK,MANDOM CORPORATION,65.23
27-Feb-2026,TCID,MANDOM INDONESIA TBK,WILSON SURYADI SUTAN,4.59
27-Feb-2026,TCID,MANDOM INDONESIA TBK,SIE DAVID GUNAWAN,1.84
27-Feb-2026,TCID,MANDOM INDONESIA TBK,SUDIMAN LEE,1.32
27-Feb-2026,TCID,MANDOM INDONESIA TBK,TORA SUTANTO,1.13
27-Feb-2026,TCPI,TRANSCOAL PACIFIC TBK,KARYA PERMATA INSANI PT,25
27-Feb-2026,TCPI,TRANSCOAL PACIFIC TBK,OCBC SECURITIES PRIVATE LIMITED,3.2
27-Feb-2026,TCPI,TRANSCOAL PACIFIC TBK,ADI PUTRO,2.94
27-Feb-2026,TCPI,TRANSCOAL PACIFIC TBK,SUSANTI,2.75
27-Feb-2026,TCPI,TRANSCOAL PACIFIC TBK,SUMADI SENG,2.67
27-Feb-2026,TCPI,TRANSCOAL PACIFIC TBK,UBS SWITZERLAND AG,1.76
27-Feb-2026,TCPI,TRANSCOAL PACIFIC TBK,CGS INTERNATIONAL SEKURITAS INDONESIA,1.57
27-Feb-2026,TCPI,TRANSCOAL PACIFIC TBK,PT OCBC SEKURITAS INDONESIA,1.13
27-Feb-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS TBK,DH CORPORATION LTD,72.51
27-Feb-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS TBK,MAYBANK SECURITIES PTE. LTD.,2.52
27-Feb-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS TBK,PT BERLIAN INTI ATLANTIK,1.59
27-Feb-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS TBK,PT SINAR MAS MULTIARTHA TBK,1.14
27-Feb-2026,TEBE,DANA BRATA LUHUR TBK,PT. DUA SAMUDERA PERKASA,76.91
27-Feb-2026,TEBE,DANA BRATA LUHUR TBK,PANG GERALD,2.53
27-Feb-2026,TEBE,DANA BRATA LUHUR TBK,YONG POH CHOO,2.49
27-Feb-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,PT. INDOSTERLING SARANA INVESTA,33.41
27-Feb-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,CARRINGTON MFO VCC - CHARISMATIC DEBT EQUITY FUND,22.84
27-Feb-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,OCBC SECURITIES PRIVATE LIMITED,7.96
27-Feb-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,PT CITRA CEMERLANG JAYARAYA,5.9
27-Feb-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,JEREMY LAU KENG KIT,4.39
27-Feb-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,PT SUMBER ARTHAGUNA BERSAMA,4.16
27-Feb-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,PT. BAHTERA AGUNG SARANA,3.15
27-Feb-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,BEKTI SUTIKNA,1.09
27-Feb-2026,TELE,OMNI INOVASI INDONESIA TBK,UPAYA CIPTA SEJAHTERA PT.,37.32
27-Feb-2026,TELE,OMNI INOVASI INDONESIA TBK,PTPINS INDONESIA,24
27-Feb-2026,TELE,OMNI INOVASI INDONESIA TBK,HAIYANTO,8.31
27-Feb-2026,TELE,OMNI INOVASI INDONESIA TBK,PT SWADAYA NUSA BHAKTI,4.07
27-Feb-2026,TELE,OMNI INOVASI INDONESIA TBK,DELTACOMSEL INDONESIA DISTRINDO,3.82
27-Feb-2026,TELE,OMNI INOVASI INDONESIA TBK,PT SWADAYA NUSA ARTHA,2.52
27-Feb-2026,TFAS,TELEFAST INDONESIA TBK,PT. KRESNA ASSET MANAGEMENT S/A PT. M CASH INTEGRASI TBK,41.95
27-Feb-2026,TFAS,TELEFAST INDONESIA TBK,PT DISTRIBUSI VOUCHER NUSANTARA TBK,16.26
27-Feb-2026,TFAS,TELEFAST INDONESIA TBK,PT. TELEFAST INVESTAMA INDONESIA,12.8
27-Feb-2026,TFAS,TELEFAST INDONESIA TBK,BANK OF SINGAPORE LIMITED,7.47
27-Feb-2026,TFAS,TELEFAST INDONESIA TBK,PT. DIGITAL MEDIATAMA MAXIMA TBK,3.75
27-Feb-2026,TFAS,TELEFAST INDONESIA TBK,PT NFC INDONESIA TBK,2.44
27-Feb-2026,TFAS,TELEFAST INDONESIA TBK,PT. DIGITAL CONSUMER ENGAGEMENT,2.3
27-Feb-2026,TFCO,TIFICO FIBER INDONESIA TBK,PT. HERMAWAN SENTRAL INVESTAMA,17.38
27-Feb-2026,TFCO,TIFICO FIBER INDONESIA TBK,WIRATAMA KARYA SEJATI PT,16.79
27-Feb-2026,TFCO,TIFICO FIBER INDONESIA TBK,ANTON WIRATAMA,6.37
27-Feb-2026,TFCO,TIFICO FIBER INDONESIA TBK,AFANDI HERMAWAN,5.27
27-Feb-2026,TFCO,TIFICO FIBER INDONESIA TBK,TATANG HERMAWAN,4.96
27-Feb-2026,TFCO,TIFICO FIBER INDONESIA TBK,SANDRIANI YOHAN,4.74
27-Feb-2026,TFCO,TIFICO FIBER INDONESIA TBK,JERRY WIRATAMA,1.63
27-Feb-2026,TFCO,TIFICO FIBER INDONESIA TBK,SILVIA WIRATAMA,1.63
27-Feb-2026,TGKA,TIGARAKSA SATRIA TBK,PENTA WIDJAJA INVESTINDO,36.21
27-Feb-2026,TGKA,TIGARAKSA SATRIA TBK,PT. SARANA LEDAUN,29.34
27-Feb-2026,TGKA,TIGARAKSA SATRIA TBK,PT WIDJAJATUNGGAL SEJAHTERA,25.35
27-Feb-2026,TGKA,TIGARAKSA SATRIA TBK,PT. EKATRIADI KUSUMA,4.68
27-Feb-2026,TGKA,TIGARAKSA SATRIA TBK,PT PEMUDA JAYA RAYA,1.23
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,TERREGRA ASIA EQUITY PT,16.46
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,YOHANES HALIM,3.6
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,DJANI SUTEDJA,3.19
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,RAHMA HERLINA,3.09
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,INDRAWATI,2.65
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,NIZAR SUNGKAR,1.74
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,ROY PETRUS CHALIM,1.46
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,GIAM ESTHER INDRAWATI,1.36
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,INDAH MAYASARI,1.33
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,PT RELIANCE SEKURITAS INDONESIA TBK,1.32
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,KEUSKUPAN AGUNG MEDAN,1.29
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,IWAN SUGIARJO,1.24
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,NJONO SAMPOERNO,1.24
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,SUSANNA HENDRO,1.16
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,INGRID MATTUALY,1.13
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,HANS LUKAS JUNAIDI,1.07
27-Feb-2026,TGRA,TERREGRA ASIA ENERGY TBK,YOSUA IVAN JUNAIDI,1.04
27-Feb-2026,TGUK,PLATINUM WAHAB NUSANTARA TBK,ANTONY LESMANA,7.47
27-Feb-2026,TGUK,PLATINUM WAHAB NUSANTARA TBK,JANNI,5
27-Feb-2026,TGUK,PLATINUM WAHAB NUSANTARA TBK,ANTONIUS BOBBY SISWANTO,2.52
27-Feb-2026,TGUK,PLATINUM WAHAB NUSANTARA TBK,MADA AZHARI,2.51
27-Feb-2026,TGUK,PLATINUM WAHAB NUSANTARA TBK,BUDIANTO M KURNIAWAN,1.17
27-Feb-2026,TGUK,PLATINUM WAHAB NUSANTARA TBK,JERRI YOHANES SARAUN,1.04
27-Feb-2026,TGUK,PLATINUM WAHAB NUSANTARA TBK,EDIE,1.02
27-Feb-2026,TIFA,KDB TIFA FINANCE TBK,PT DWI SATRYA UTAMA,15
27-Feb-2026,TIFA,KDB TIFA FINANCE TBK,PT KOREA INVESTMENT AND SEKURITAS INDONESIA - REGISTRAR,4.86
27-Feb-2026,TIFA,KDB TIFA FINANCE TBK,PT BLUE CROSS INDONESIA,2.25
27-Feb-2026,TINS,TIMAH TBK,GOVERNMENT OF NORWAY,1.11
27-Feb-2026,TIRA,TIRA AUSTENITE TBK,PT WIDJAJATUNGGAL SEJAHTERA,44.12
27-Feb-2026,TIRA,TIRA AUSTENITE TBK,PT MARTENSITE UNGGUL,37.94
27-Feb-2026,TIRA,TIRA AUSTENITE TBK,PT SURYASENTRA GEMILANG SENTOSA,3.9
27-Feb-2026,TIRA,TIRA AUSTENITE TBK,PENTA WIDJAJA INVESTINDO,3.67
27-Feb-2026,TIRA,TIRA AUSTENITE TBK,NJONO SAMPOERNO,2.55
27-Feb-2026,TIRA,TIRA AUSTENITE TBK,OKTRIANTO BAGUS R KOTTAMA,1.68
27-Feb-2026,TIRA,TIRA AUSTENITE TBK,PRAYOGA PUTERA UTAMA,1.65
27-Feb-2026,TIRT,TIRTA MAHAKAM RESOURCES TBK,HARITA JAYARAYA,71.13
27-Feb-2026,TIRT,TIRTA MAHAKAM RESOURCES TBK,HERYANTO SALIM,6.46
27-Feb-2026,TIRT,TIRTA MAHAKAM RESOURCES TBK,LIM YULIANA RITA INDRIAWATI,2.42
27-Feb-2026,TIRT,TIRTA MAHAKAM RESOURCES TBK,JOHN LEVIE SARAGIH,1.23
27-Feb-2026,TKIM,PABRIK KERTAS TJIWI KIMIA TBK,APP PURINUSA EKAPERSADA,59.67
27-Feb-2026,TKIM,PABRIK KERTAS TJIWI KIMIA TBK,PT PORTGATE ASET INDONESIA,4.33
27-Feb-2026,TKIM,PABRIK KERTAS TJIWI KIMIA TBK,NIVEN HOLDINGS LIMITED,2.96
27-Feb-2026,TKIM,PABRIK KERTAS TJIWI KIMIA TBK,BOQUETE GROUP SA,2.69
27-Feb-2026,TKIM,PABRIK KERTAS TJIWI KIMIA TBK,UOB KAY HIAN PRIVATE LIMITED,1.12
27-Feb-2026,TLDN,TELADAN PRIMA AGRO TBK,PT TELADAN RESOURCES,59.88
27-Feb-2026,TLDN,TELADAN PRIMA AGRO TBK,AHMAD GUNUNG,16.22
27-Feb-2026,TLDN,TELADAN PRIMA AGRO TBK,WISHNU WARDHANA,16.22
27-Feb-2026,TLDN,TELADAN PRIMA AGRO TBK,UBS AG LONDON,3.49
27-Feb-2026,TLKM,TELKOM INDONESIA (PERSERO) TBK,PERUSAHAAN PERSEROAN (PERSERO) PT DANANTARA ASSET MANAGEMENT,51.57
27-Feb-2026,TLKM,TELKOM INDONESIA (PERSERO) TBK,THE BANK OF NEW YORK MELLON,2.55
27-Feb-2026,TLKM,TELKOM INDONESIA (PERSERO) TBK,DR THE BANK OF NEW YORK MELLON,2.3
27-Feb-2026,TLKM,TELKOM INDONESIA (PERSERO) TBK,GOVERNMENT OF SINGAPORE,1.04
27-Feb-2026,TMAS,TEMAS TBK,PT TEMAS LESTARI,83.66
27-Feb-2026,TMAS,TEMAS TBK,LIDYA LIBERTH,3.5
27-Feb-2026,TMAS,TEMAS TBK,RICKO WIJAYA,1.43
27-Feb-2026,TMAS,TEMAS TBK,ARIE RINALDI,1.41
27-Feb-2026,TMAS,TEMAS TBK,CHONG FIE FAH,1.13
27-Feb-2026,TMPO,TEMPO INTI MEDIA TBK,PTGRAFITI PERS,24.28
27-Feb-2026,TMPO,TEMPO INTI MEDIA TBK,PT YULIE SEKURITAS INDONESIA TBK,3.22
27-Feb-2026,TMPO,TEMPO INTI MEDIA TBK,EFG BANK AG SINGAPORE BRANCH A/C CLIENTS,3.12
27-Feb-2026,TMPO,TEMPO INTI MEDIA TBK,PT. PERSAUDARAAN BERSATU ESA,1.09
27-Feb-2026,TNCA,TRIMUDA NUANSA CITRA TBK,PT AKULAKU SILVRR INDONESIA,31.62
27-Feb-2026,TNCA,TRIMUDA NUANSA CITRA TBK,HOLYHEAD EAST LIMITED,27.49
27-Feb-2026,TNCA,TRIMUDA NUANSA CITRA TBK,EKA SUHENDRA,5.75
27-Feb-2026,TNCA,TRIMUDA NUANSA CITRA TBK,HERI SANTOSO LIEM,2.04
27-Feb-2026,TNCA,TRIMUDA NUANSA CITRA TBK,JONATHAN CHANG,1.97
27-Feb-2026,TNCA,TRIMUDA NUANSA CITRA TBK,HARTONO WONGKAR,1.2
27-Feb-2026,TOBA,TBS ENERGI UTAMA TBK,HIGHLAND STRATEGIC HOLDINGS PTE LTD,60.36
27-Feb-2026,TOBA,TBS ENERGI UTAMA TBK,PT TOBA SEJAHTRA,7.97
27-Feb-2026,TOBA,TBS ENERGI UTAMA TBK,PT. SINERGI SUKSES UTAMA,3.96
27-Feb-2026,TOBA,TBS ENERGI UTAMA TBK,BARA MAKMUR ABADI PT,1.53
27-Feb-2026,TOBA,TBS ENERGI UTAMA TBK,DICKY YORDAN,1.52
27-Feb-2026,TOBA,TBS ENERGI UTAMA TBK,ROBY BUDI PRAKOSO,1.45
27-Feb-2026,TOOL,ROHARTINDO NUSANTARA LUAS TBK,PT ROHARTINDO MAJU PERKASA,76.1
27-Feb-2026,TOOL,ROHARTINDO NUSANTARA LUAS TBK,RONALD HARTONO TAN,3.51
27-Feb-2026,TOOL,ROHARTINDO NUSANTARA LUAS TBK,AGUS SUPUTRAYASA,1.07
27-Feb-2026,TOPS,TOTALINDO EKA PERSADA TBK,TOTALINDO INVESTAMA PERSADA PT,47.39
27-Feb-2026,TOPS,TOTALINDO EKA PERSADA TBK,R. ISKANDAR HIDAYAT,5.8
27-Feb-2026,TOPS,TOTALINDO EKA PERSADA TBK,WG CAPITAL LTD.,3.71
27-Feb-2026,TOPS,TOTALINDO EKA PERSADA TBK,PRIMAJAYA PERDANA UTAMA PT,3.09
27-Feb-2026,TOPS,TOTALINDO EKA PERSADA TBK,SANTO - IDD1501D0254571,2.56
27-Feb-2026,TOPS,TOTALINDO EKA PERSADA TBK,UOB KAY HIAN PRIVATE LIMITED,1.61
27-Feb-2026,TOPS,TOTALINDO EKA PERSADA TBK,IR FEBRI WIBAWA PARSA SIHOMBING,1.5
27-Feb-2026,TOPS,TOTALINDO EKA PERSADA TBK,LAUW SUSANTO,1.17
27-Feb-2026,TOSK,TOPINDO SOLUSI KOMUNIKA TBK,SEIKO MANITO,54.17
27-Feb-2026,TOSK,TOPINDO SOLUSI KOMUNIKA TBK,ROBI CAHYADI,11.84
27-Feb-2026,TOSK,TOPINDO SOLUSI KOMUNIKA TBK,DEDEN HENDRA PERMANA,6.79
27-Feb-2026,TOSK,TOPINDO SOLUSI KOMUNIKA TBK,TOPINDO MEDIA INVESTAMA,1.99
27-Feb-2026,TOTL,TOTAL BANGUN PERSADA TBK,TOTAL INTI PERSADA,56.5
27-Feb-2026,TOTL,TOTAL BANGUN PERSADA TBK,DJADJANG TANUWIDJAJA,11.01
27-Feb-2026,TOTL,TOTAL BANGUN PERSADA TBK,JAGA BANGUNPERSADA KOMAJAYA PT,3.26
27-Feb-2026,TOTL,TOTAL BANGUN PERSADA TBK,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,3.18
27-Feb-2026,TOTL,TOTAL BANGUN PERSADA TBK,PINARTO SUTANTO,1.83
27-Feb-2026,TOTL,TOTAL BANGUN PERSADA TBK,HONKY HARJO,1.31
27-Feb-2026,TOTO,SURYA TOTO INDONESIA TBK,MULTIFORTUNA ASINDO PT,5.29
27-Feb-2026,TOTO,SURYA TOTO INDONESIA TBK,ZICO TRUST (S) LTD.,1.08
27-Feb-2026,TOWR,SARANA MENARA NUSANTARA TBK,PT SAPTA ADHIKARI INVESTAMA PT,45.29
27-Feb-2026,TOWR,SARANA MENARA NUSANTARA TBK,PT DWIMURIA INVESTAMA ANDALAN,19.95
27-Feb-2026,TOWR,SARANA MENARA NUSANTARA TBK,PT. LINGKARMULIA INDAH,4.83
27-Feb-2026,TOWR,SARANA MENARA NUSANTARA TBK,UBS AG SINGAPORE BRANCH,3.1
27-Feb-2026,TOWR,SARANA MENARA NUSANTARA TBK,PT SARANA MENARA NUSANTARA TBK,1.59
27-Feb-2026,TOWR,SARANA MENARA NUSANTARA TBK,IR CHANDRA ADISUSANTO,1.54
27-Feb-2026,TOWR,SARANA MENARA NUSANTARA TBK,SIX SIS LTD,1.51
27-Feb-2026,TOYS,SUNINDO ADIPERSADA TBK,IWAN TIRTHA,28.86
27-Feb-2026,TOYS,SUNINDO ADIPERSADA TBK,PT. HOEKEL BANGUN ABADI,20.66
27-Feb-2026,TOYS,SUNINDO ADIPERSADA TBK,PETER INDRA LEMBONG,5.28
27-Feb-2026,TOYS,SUNINDO ADIPERSADA TBK,GOICHI MORI,5.28
27-Feb-2026,TOYS,SUNINDO ADIPERSADA TBK,MAWAS NABILA PUTRI,1.54
27-Feb-2026,TOYS,SUNINDO ADIPERSADA TBK,CELINE,1.49
